Accident date,Header,Location_appox,location,Latitude,Longitude
2017-02-11,Biker killed in Dhaka road accident,"Dhaka, Bangladesh","ঢাকা, Chanpara Bazar, ঢাকা জেলা, ঢাকা বিভাগ, 1230, বাংলাদেশ",23.810651,90.4126466
2017-02-09,4 killed in Narayanganj road accident,"Narayanganj, Bangladesh","নারায়ণগঞ্জ, নারায়নগঞ্জ জেলা, ঢাকা বিভাগ, 1400, বাংলাদেশ",23.6238108,90.4999662
2017-02-08,Bangladesh Bank official killed in Dhaka road accident,"Dhaka, Bangladesh","ঢাকা, Chanpara Bazar, ঢাকা জেলা, ঢাকা বিভাগ, 1230, বাংলাদেশ",23.810651,90.4126466
2017-02-07,Police constable killed in Cox’s Bazar road crash,"Cox's Bazar, Bangladesh","কক্সবাজার জেলা, চট্টগ্রাম বিভাগ, বাংলাদেশ",21.16587175,92.03996424949702
2017-02-04,Two AL leaders killed in Natore road mishap,"Natore, Bangladesh","chakrampur,Natore,Bangladesh, N/A, N502, নাটোর, নাটোর জেলা, রাজশাহী বিভাগ, 6400, বাংলাদেশ",24.4111297,88.9973561
2017-02-03,4 killed in Ashulia road mishap,"Ashulia, Bangladesh","আশুলিয়া, সাভার, সাভার উপজেলা, ঢাকা জেলা, ঢাকা বিভাগ, 1341, বাংলাদেশ",23.9005799,90.3255674
2017-02-02,3 bike riders killed in Chittagong road accident,"Chittagong, Bangladesh","চট্টগ্রাম, চট্টগ্রাম জেলা, চট্টগ্রাম বিভাগ, 4000, বাংলাদেশ",22.3364709,91.8260479
2016-11-29,"One killed, 25 injured in Kushtia road accident","Kushtia, Bangladesh","কুষ্টিয়া, Shonar Bangla Road, কুষ্টিয়া জেলা, খুলনা বিভাগ, 07000, বাংলাদেশ",23.8987955,89.1295536
2016-11-04,"Mother, son among 4 killed in Khulna road accident","Khulna, Bangladesh","খুলনা বিভাগ, বাংলাদেশ",22.9372087,89.2852741
2016-10-24,Traffic police killed in Rajshahi road accident,"Rajshahi, Bangladesh","রাজশাহী বিভাগ, বাংলাদেশ",24.4611511,88.6888703
2016-10-21,Two killed in Munshiganj road accident,"Munshiganj, Bangladesh","মুন্সিগঞ্জ জেলা, ঢাকা বিভাগ, বাংলাদেশ",23.5483797,90.5349722
2016-10-17,2 killed in Faridpur road accident,"Faridpur, Bangladesh","ফরিদপুর, ফরিদপুর জেলা, ঢাকা বিভাগ, বাংলাদেশ",23.6040182,89.8415542
2016-09-27,Speeding truck kills three men in Brahmanbaria,"Brahmanbaria, Bangladesh","ব্রাহ্মণবাড়িয়া জেলা, চট্টগ্রাম বিভাগ, বাংলাদেশ",23.96059985,91.11908934668182
2016-09-26,5 killed in Chittagong road crash,"Chittagong, Bangladesh","চট্টগ্রাম, চট্টগ্রাম জেলা, চট্টগ্রাম বিভাগ, 4000, বাংলাদেশ",22.3364709,91.8260479
2016-09-22,Couple killed as bus rams into house in Rajshahi,"Rajshahi, Bangladesh","রাজশাহী বিভাগ, বাংলাদেশ",24.4611511,88.6888703
2016-09-21,4 killed in Munshiganj road accident,"Munshiganj, Bangladesh","মুন্সিগঞ্জ জেলা, ঢাকা বিভাগ, বাংলাদেশ",23.5483797,90.5349722
2016-09-19,Six die as car plunges into ditch in Comilla,"Comilla, Bangladesh","কুমিল্লা, কুমিল্লা জেলা, চট্টগ্রাম বিভাগ, 3500, বাংলাদেশ",23.4610615,91.1808748
2016-09-18,Seven killed in Tangail road accidents,"Tangail, Bangladesh","টাঙ্গাইল, টাঙ্গাইল জেলা, ঢাকা বিভাগ, 1900, বাংলাদেশ",24.2507265,89.9149441
2016-09-16,"5 killed, 21 injured in Tangail road accident","Tangail, Bangladesh","টাঙ্গাইল, টাঙ্গাইল জেলা, ঢাকা বিভাগ, 1900, বাংলাদেশ",24.2507265,89.9149441
2016-09-16,Child among 4 killed in Dinajpur bus accident,"Dinajpur, Bangladesh","দিনাজপুর, দিনাজপুর জেলা, 5216, বাংলাদেশ",25.6260712,88.6346228
2016-09-14,Elderly couple killed in Dhaka road accident,"Dhaka, Bangladesh","ঢাকা, Chanpara Bazar, ঢাকা জেলা, ঢাকা বিভাগ, 1230, বাংলাদেশ",23.810651,90.4126466
2016-09-14,Four home goers killed in Rangpur accident,"Rangpur, Bangladesh","রংপুর, রংপুর জেলা, 5400, বাংলাদেশ",25.7569808,89.241459
2016-09-12,Two dead after truck overturns in Tangail,"Tangail, Bangladesh","টাঙ্গাইল, টাঙ্গাইল জেলা, ঢাকা বিভাগ, 1900, বাংলাদেশ",24.2507265,89.9149441
2016-09-11,Road crashes kill 4 in Gazipur,"Gazipur, Bangladesh","গাজীপুর, গাজীপুর জেলা, ঢাকা বিভাগ, 1701, বাংলাদেশ",23.9980797,90.4229848
2016-09-07,Two killed in Sirajganj road accident,"Sirajganj, Bangladesh","সিরাজগঞ্জ, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, 6700, বাংলাদেশ",24.4566253,89.7081281
2016-09-06,"One dead, 35 injured in Tangail accident","Tangail, Bangladesh","টাঙ্গাইল, টাঙ্গাইল জেলা, ঢাকা বিভাগ, 1900, বাংলাদেশ",24.2507265,89.9149441
2016-08-26,2 killed in Tangail road accident,"Tangail, Bangladesh","টাঙ্গাইল, টাঙ্গাইল জেলা, ঢাকা বিভাগ, 1900, বাংলাদেশ",24.2507265,89.9149441
2016-08-15,Road accident kills 1 in Natore,"Natore, Bangladesh","chakrampur,Natore,Bangladesh, N/A, N502, নাটোর, নাটোর জেলা, রাজশাহী বিভাগ, 6400, বাংলাদেশ",24.4111297,88.9973561
2016-08-04,Traffic constable crushed under truck in Ctg,"Chittagong, Bangladesh","চট্টগ্রাম, চট্টগ্রাম জেলা, চট্টগ্রাম বিভাগ, 4000, বাংলাদেশ",22.3364709,91.8260479
2016-07-16,Four die in Manikganj road accident,"Manikganj, Bangladesh","মানিকগঞ্জ জেলা, ঢাকা বিভাগ, বাংলাদেশ",23.871163,89.9987833
2016-06-25,Foreigners among 25 injured in Ctg road accident,"Chittagong, Bangladesh","চট্টগ্রাম, চট্টগ্রাম জেলা, চট্টগ্রাম বিভাগ, 4000, বাংলাদেশ",22.3364709,91.8260479
